Age,TotalSpent,AvgSpent,NumTransactions,UniqueCategories,TotalInteractions,ResolvedInteractions,ResolutionRate,LoginFrequency,ValuePerLogin,ResolutionDeficit,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_High,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website,ChurnStatus
-0.11579550456824722,0.8843476007556303,0.937658289279247,0.3477238222361511,-0.08227708211069554,-1.22593965816315,0.25423281667980163,-0.8451446939187575,-1.3005325802280965,2.138747561869428,0.8451446939187575,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.8092470426245991,0.49685921254079285,-0.166356483283158,0.7314190743588007,0.7204261579936508,1.210710594086589,-1.682779119928211,-0.8451446939187575,-0.8030611014523219,0.7516782960364001,0.8451446939187575,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.7431725749679673,2.2510980366428908,1.0089040426019407,1.4988095786040998,1.5231293980979972,-0.007614532038280543,0.25423281667980163,1.5147706817706175,-1.2294652261172716,2.138747561869428,-1.5147706817706175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.9747635841044617,-1.1855074134568873,1.8289451868084847,-1.5707524383770965,-1.6876835623193884,-1.22593965816315,0.25423281667980163,-0.8451446939187575,0.4761512725425271,-0.9836945483811018,0.8451446939187575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.5360661868475498,0.4512392522829382,0.9372545353052816,-0.035971429886498395,-0.08227708211069554,-1.22593965816315,0.25423281667980163,-0.8451446939187575,0.547218626653352,-0.328045636099548,0.8451446939187575,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.6770981073113354,-0.6817189327819932,-0.7115189779744739,-0.4196666820091479,0.7204261579936508,-0.007614532038280543,0.25423281667980163,1.5147706817706175,-1.0162631637847968,-0.08041687170708622,-1.5147706817706175,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-1.0408380517610936,-1.0473483147898963,3.130420887263481,-1.5707524383770965,-1.6876835623193884,-1.22593965816315,0.25423281667980163,-0.8451446939187575,0.12081450198840235,-0.8783978191365002,0.8451446939187575,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.9747635841044617,-1.117198019060217,2.472428082816287,-1.5707524383770965,-1.6876835623193884,-0.007614532038280543,0.25423281667980163,1.5147706817706175,-1.4426672884497465,0.0014860432585193247,-1.5147706817706175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.346725769028176,-1.172742932503941,-0.5955343402969893,-1.187057186254447,-0.884980322215042,1.210710594086589,0.25423281667980163,0.33481299392593,0.12081450198840235,-0.9396011704729693,-0.33481299392593,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.2390614547309893,0.9014785253504031,0.37815261491011026,0.7314190743588007,0.7204261579936508,-1.22593965816315,0.25423281667980163,-0.8451446939187575,-1.0162631637847968,1.6433797981820484,0.8451446939187575,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9413959779378629,1.0224263354292134,0.5409159356650253,0.7314190743588007,0.7204261579936508,1.210710594086589,2.1912447532878145,1.5147706817706175,0.9025553972074768,-0.23533099676967045,-1.5147706817706175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.8753215102812311,0.6531269977223519,0.04393805306762677,0.7314190743588007,0.7204261579936508,-1.22593965816315,0.25423281667980163,-0.8451446939187575,0.9736227513183017,-0.3864338001041004,0.8451446939187575,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.0408380517610936,-0.8538184246648984,-0.44233914757094867,-0.8033619341317975,-0.08227708211069554,-1.22593965816315,0.25423281667980163,-0.8451446939187575,-0.589859039119847,-0.5632214450988416,0.8451446939187575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.2056938485643904,1.55430203180015,1.256678002905076,0.7314190743588007,0.7204261579936508,1.210710594086589,0.25423281667980163,0.33481299392593,-1.0873305178956216,2.138747561869428,-0.33481299392593,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.2056938485643904,0.12115754335910628,-0.26056574387514997,0.3477238222361511,-0.08227708211069554,-0.007614532038280543,0.25423281667980163,1.5147706817706175,0.8314880430966518,-0.5376138751411595,-1.5147706817706175,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.6770981073113354,-0.6181644079952872,0.29762412513240233,-0.8033619341317975,-0.08227708211069554,1.210710594086589,2.1912447532878145,1.5147706817706175,0.4761512725425271,-0.7475047726877645,-1.5147706817706175,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.6355082606707805,0.2350735040147299,0.5299929486907748,-0.035971429886498395,0.7204261579936508,1.210710594086589,2.1912447532878145,1.5147706817706175,0.618285980764177,-0.4373504149485067,-1.5147706817706175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
